773	domněnka
232	dotvrzení
190	převzatá informace
147	tvrzení
144	dotvrzení, zdůraznění
128	domněnka, tvrzení
81	domněnka, vysvětlení
72	souhlas
72	odhad do budoucnosti
61	ujištění
55	přesvědčení
51	předpoklad
48	direktivní předpoklad
47	zdůraznění
42	shrnutí, navázání
41	introspekce
41	domněnka s vysokou jistotou
30	konstatování
28	připouštění
28	domněnka, pozorování
26	spojkový výraz
25	úvaha
24	příklad
24	navazovací, kontrastivní
22	axiom
20	přibližnost
18	spojka
18	shrnutí
17	nesouhlas
17	domněnka, přesvědčení
16	zpochybnění
16	žádost o dotvrzení
14	navazovací
13	sebeujištění
12	souhlas, přitakání
12	potvrzení
11	žádost o ujištění
10	tvrzení, zdůraznění
10	podiv
10	navazování
10	domněnka, bez konkrétní evidence
9	vysvětlení
8	zpochybnění, ironie
8	tvrzení, domněnka
8	nepřímý direktivní předpoklad
8	domněnka s vysokou pravděpodobností
8	afirmace
7	přitakání
7	převzatá informace, domněnka
7	přání, doufání
7	domněnka, zpochybnění
6	souhlas, připouštění
6	(sebe)ujištění
6	nesouhlas, zpochybnění
6	modifikace adjektiva
6	dotvrzení vyjadřující běžný postoj
6	doporučení
5	úvaha, podivení
5	připuštění
5	příklad, možnost
5	otázka
4	zavazující introspekce
4	výčitka
4	úvaha, fabulování
4	upřesnění, oprava
4	slib
4	příkaz
4	předpoklad (alternativní realita)
4	hedging
4	domněnka s vyšší pravděpodobností
3	zdůraznění tvrzení
3	vyvození
3	úvaha, ověřování
3	upřesnění
3	souhlas, utvrzení
3	přesvědčování
3	pochybnost
3	navázání
3	manipulativní tvrzení
3	konektivní
3	doufání
3	domněnka, doufání
2	zpochybnění, ironie, distance od informace
2	zdůraznění přesvědčení
2	varování
2	úvaha, doufání
2	ujištění se
2	údiv
2	tvrzení s vysokou jistotou
2	tvrzení, možnost
2	souhlasná, ujištění
2	souhlasná
2	shrnující přesvědčení
2	rada
2	připuštění názoru
2	přesvědčení, přání
2	předpoklad, přesvědčení
2	plán
2	otázka, ujištění se
2	omluva
2	odpověď
2	nadšené přitakání
2	klarifikace
2	instrospekce
2	hodnocení
2	dotvrzení, zdůraznění, odůvodnění
2	dotvrzení předchozího
2	doporučení, návrh
2	domněnka, předpoklad
2	domněnka, dedukce
2	direktivní introspekce
2	dedukce, pozorování
2	axiom - ironie
1	zvažování
1	zpochybnění, popř. předpoklad
1	zpochybnění, distance od informace až ironie
1	zdvořilé odmítnutí
1	zdvojení - určitá estetická funkce
1	zdůvodnění
1	zdůrazňovací
1	zdůraznění záporu
1	zdůraznění, údiv
1	zdůraznění, signalizace kontrastu
1	zdůraznění, přesvědčování
1	zdůraznění, potvrzení
1	zdůraznění až přesvědčování
1	žádost ujištění
1	žádost o ujištění, dotaz
1	žádost o dotvrzení, zdůraznění
1	vyvozování, přesvědčení
1	vyvození, zákaz
1	vyvození, shrnutí
1	vyústění děje
1	vysvětlování
1	vysuzování
1	výhružka
1	výčitka/podiv
1	výčet
1	vágní návaznost v rozhovoru
1	úvaha, fabulování, nejistota, pochybnost
1	úvaha, fabulování, introspekce
1	úvaha, fabulace
1	úvaha do budoucnosti
1	Úvaha
1	urážlivá odpověď
1	upřesnění, omezení
1	upřesnění, doplnění
1	ujišťování se
1	ujištění, dotvrzení
1	ujištění / domněnka s vyšší jistotou
1	udržení hovoru
1	účel, záměr
1	tvrzení o sobě
1	topic-shift, uvedení kontrastu
1	topic shift + přesvědčení
1	topic shift + apel
1	topic-shift
1	strukturační
1	strukturace textu
1	srovnání
1	Spíše souhlas.
1	spíše souhlas
1	souhlas, zesílení souhlasu
1	souhlas, potvrzení
1	souhlasné bez ironie
1	souhlasné
1	souhlas na základě vyšší jistoty
1	souhlas, afirmace
1	slabý souhlas
1	silný souhlas
1	silná afirmace
1	shrnující vyvození z předchozího
1	shrnující a navazovací, trochu topic-shift
1	sebeutvrzení
1	sebeujišťení
1	sebereflexivní přitakání
1	sebepřesvědčování
1	sebeoprava
1	sdělení s důrazem
1	rozvažování
1	příslib
1	připuštění okolnosti
1	připouštění, souhlas
1	přibližnost;
1	převzatá informace s vysokovu pravděpodobností
1	převzatá informace s vysokou pravděpodobností
1	převzatá informace s distancí od informace
1	převzatá informace, popř. domněnka
1	převzatá informace a požadavek
1	přesvědčení / zpochybnění
1	přesvědčení se
1	přesvědčení, předpoklad
1	přerušení komunikace za účelem stížnosti (na klacek)
1	přemítání, shrnutí, introspekce
1	přemítání, pochybnost
1	přemítání
1	překvapení
1	předpoklad, vysvětlení
1	předpoklad (popř. zpochybnění)
1	předpoklad, odhad
1	přání
1	pozvání
1	popření
1	popis
1	podiv, uznání
1	pochybnost, nesouhlas
1	omluva, politování
1	odpověď s expresivitou, silným přesvědčením
1	odmítnutí spolupráce (podání infomace)
1	odmítnutí
1	odhad do budoucna
1	odhad
1	obvinění
1	obava
1	nesouhlas/zpochybnění
1	nesouhlasné, ironie
1	(ne)souhlasná
1	nepřímý rozkaz/zákaz
1	návrh
1	navazovací, srovnávací
1	navázání, sebeoprava
1	navázání hovoru
1	navázaní
1	námitka
1	nadsazený axiom
1	nabídka
1	možnost
1	možná otázka?
1	mírný topic-shift
1	mírné doporučení/výzva
1	míra
1	metaužití
1	měrové
1	manipulace, přesvědčování
1	korekce
1	konstatování, možnost
1	konaktivní
1	ironie
1	ironické tvrzení
1	introspekce, úvaha
1	introspekce s odhadem do budoucnosti
1	introspekce, domněnka
1	intenzifikace
1	idiom &quot;horko těžko&quot;
1	hypotéza
1	fabulování
1	fabulace
1	expresivní, výčitka
1	expresivní
1	emotivní potvrzení otázkou
1	důrazný souhlas
1	doufání, ujišťování
1	doufání, přání
1	dotvzení
1	dotvrzovací
1	dotvrzení, popř. sebeujištění
1	dotvrzení a zároveň sebeujištění
1	dotvrzení a zároveň (sebe)ujištění
1	dotvrzení, ale s ironickým nádechem, a tak možná spíš: typ=expresivní, konkrétní KF = ironický axiom
1	doptávání
1	domněnka s vyšší jistotou
1	domněnka s vysokou jistotou, domněnka je součástí introspekce
1	domněnka, smyslová evidence
1	domněnka,přesvědčení
1	domněnka, odhad do budoucnosti
1	domněnka, odhad
1	domněnka na základě smyslové evidence
1	domněnka, konstatování
1	domněnka až přesvědčení
1	domněnka, axiom
1	dedukce
1	citace
1	axiom, trochu ironické
1	argumentace, vymezení se proti kom. partnerovi
1	argumentace
1	alternativní realita
